person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg
P2158,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2159,A03,F039,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5
P2160,F020,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,F020,A01,42,T1,0,427.5
P2161,F050,F043,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",115.0,F050,F043,28,T1,1,287.5
P2162,F027,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F027,A01,46,T1,0,477.5
P2163,LAND,F009,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0
P2164,F006,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",14.0,F006,F007,4,T1,1,35.0
P2165,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P2166,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5
P2167,F042,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",28.0,F042,F040,7,T1,1,70.0
P2168,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5
P2169,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P2170,F035,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,F035,A01,71,T2,0,645.0
P2171,LAND,F025,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,A01,F025,49,T1,1,505.0
P2172,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P2173,A01,F004,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P2174,F050,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,F050,A03,128,T3,0,1007.5
P2175,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5
P2176,F040,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,F040,A03,94,T2,0,855.0
P2177,F012,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",33.0,F012,F015,8,T1,1,82.5
P2178,LAND,F041,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,A03,F041,76,T2,1,695.0
P2179,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P2180,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P2181,F027,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",37.0,F027,F021,9,T1,1,92.5
P2182,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0
P2183,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P2184,F029,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",17.0,F029,F021,5,T1,1,42.5
P2185,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5
P2186,LAND,F046,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,A02,F046,55,T1,1,567.5
P2187,F036,F046,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",41.0,F036,F046,10,T1,1,102.5
P2188,F002,F004,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",33.0,F002,F004,8,T1,1,82.5
P2189,F014,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,F014,A01,40,T1,0,410.0
P2190,F026,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",35.0,F026,F033,9,T1,1,87.5
P2191,F010,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,F010,A01,52,T1,0,540.0
P2192,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5
P2193,F007,F002,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",30.0,F007,F002,8,T1,1,75.0
P2194,LAND,F050,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5
P2195,A02,F024,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,211.0,"[""A01"", ""A02"", ""A03""]",219.0,A02,F024,53,T1,1,547.5
P2196,F018,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",14.0,F018,F026,4,T1,1,35.0
P2197,F010,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,F010,A01,52,T1,0,540.0
P2198,A03,F049,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A02,239.0,"[""A02"", ""A03"", ""A01""]",243.0,A03,F049,59,T1,1,607.5
P2199,F048,F039,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",31.0,F048,F039,8,T1,1,77.5
P2200,F038,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",31.0,F038,F045,8,T1,1,77.5
P2201,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P2202,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P2203,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5
P2204,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0
P2205,F029,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F029,A01,51,T1,0,527.5
P2206,LAND,F043,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,A03,F043,83,T2,1,757.5
P2207,A01,F017,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P2208,A01,F003,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,A01,F003,47,T1,1,480.0
P2209,F014,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,F014,A01,40,T1,0,410.0
P2210,F030,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",59.0,F030,F026,15,T1,1,147.5
P2211,F040,F041,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",66.0,F040,F041,16,T1,1,165.0
P2212,F028,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F028,A01,53,T1,0,542.5
P2213,F001,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,F001,A01,53,T1,0,547.5
P2214,F021,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",37.0,F021,F027,9,T1,1,92.5
P2215,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0
P2216,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P2217,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5
P2218,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5
P2219,F051,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,F051,A03,77,T2,0,697.5
P2220,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5
P2221,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2222,F039,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5
P2223,F048,F039,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",31.0,F048,F039,8,T1,1,77.5
P2224,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P2225,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0
P2226,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P2227,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5
P2228,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5
P2229,LAND,F017,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5
P2230,LAND,F023,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,A02,F023,73,T2,1,667.5
P2231,F045,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0
P2232,F028,F018,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",65.0,F028,F018,16,T1,1,162.5
P2233,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5
P2234,F040,F041,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",66.0,F040,F041,16,T1,1,165.0
P2235,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5
P2236,F017,F014,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",38.0,F017,F014,10,T1,1,95.0
P2237,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5
P2238,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P2239,LAND,F035,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,A01,F035,71,T2,1,645.0
P2240,F018,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",14.0,F018,F026,4,T1,1,35.0
P2241,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P2242,F022,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",33.0,F022,F033,8,T1,1,82.5
P2243,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0
P2244,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P2245,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2246,F017,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5
P2247,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5
P2248,A02,F031,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P2249,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0
P2250,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0
P2251,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P2252,F040,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,F040,A03,94,T2,0,855.0
P2253,LAND,F050,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5
P2254,F035,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,F035,A01,71,T2,0,645.0
P2255,F050,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,F050,A03,128,T3,0,1007.5
P2256,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0
P2257,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0
P2258,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0
P2259,F004,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5
P2260,F015,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F015,A01,46,T1,0,477.5
P2261,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P2262,A03,F041,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,A03,F041,76,T2,1,695.0
P2263,F045,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0
P2264,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5
P2265,LAND,F010,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,A01,F010,52,T1,1,540.0
P2266,F002,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,F002,A01,53,T1,0,542.5
P2267,F039,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",31.0,F039,F048,8,T1,1,77.5
P2268,F011,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,F011,A01,49,T1,0,502.5
P2269,F017,F014,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,164.0,"[""A01"", ""A02"", ""A03""]",38.0,F017,F014,10,T1,1,95.0
P2270,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P2271,F018,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,196.0,"[""A01"", ""A02"", ""A03""]",214.0,F018,A02,52,T1,0,535.0
P2272,LAND,F026,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F026,49,T1,1,510.0
P2273,F014,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,F014,A01,40,T1,0,410.0
P2274,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5
P2275,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P2276,F024,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,F024,A01,51,T1,0,527.5
P2277,F015,F009,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",38.0,F015,F009,10,T1,1,95.0
P2278,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P2279,F014,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,164.0,"[""A01"", ""A02"", ""A03""]",164.0,F014,A01,40,T1,0,410.0
P2280,F019,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,204.0,"[""A01"", ""A02"", ""A03""]",216.0,F019,A02,52,T1,0,540.0
P2281,F042,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0
P2282,LAND,F039,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,A03,F039,54,T1,1,557.5
P2283,LAND,F012,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0
P2284,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5
P2285,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0
P2286,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0
P2287,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P2288,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0
P2289,F037,F040,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,342.0,"[""A03"", ""A02"", ""A01""]",27.0,F037,F040,7,T1,1,67.5
P2290,F030,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,158.0,"[""A01"", ""A02"", ""A03""]",180.0,F030,A02,44,T1,0,450.0
P2291,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P2292,LAND,F019,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F019,49,T1,1,510.0
P2293,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0
P2294,LAND,F032,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,A02,F032,77,T2,1,697.5
P2295,LAND,F009,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0
P2296,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P2297,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P2298,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0
P2299,F012,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0
